CODIGO,ATIVIDADE,ESCORE,RACIONAL
1081301,BENEFICIAMENTO DE CAFE,10,Risco remoto de envolvimento com atividades ilIcitas
1081302,TORREFACAO E MOAGEM DE CAFE,10,Risco remoto de envolvimento com atividades ilIcitas
1082100,FABRICACAO DE PRODUTOS A BASE DE CAFE,10,Risco remoto de envolvimento com atividades ilIcitas
1091100,FABRICACAO DE PRODUTOS DE PANIFICACAO,10,Risco remoto de envolvimento com atividades ilIcitas
1091101,FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL,10,Risco remoto de envolvimento com atividades ilIcitas
1091102,FABRICACAO DE PROD DE PADARIA E CONFEITARIA COM PRED DE PROD PROPRIA,10,Risco remoto de envolvimento com atividades ilIcitas
1092900,FABRICACAO DE BISCOITOS E BOLACHAS,10,Risco remoto de envolvimento com atividades ilIcitas
1093700,FABRICACAO PRODUTOS DERIVADOS DO CACAU CHOCOLATES E CONFEITOS,10,Risco remoto de envolvimento com atividades ilIcitas
1093701,FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES,10,Risco remoto de envolvimento com atividades ilIcitas
1093702,"FABRICACAO DE FRUTAS CRISTALIZADAS, BALAS E SEMELHANTES",10,Risco remoto de envolvimento com atividades ilIcitas
1094500,FABRICACAO DE MASSAS ALIMENTICIAS,10,Risco remoto de envolvimento com atividades ilIcitas
1095300,"FABRICACAO DE ESPECIARIAS, MOLHOS, TEMPEROS E CONDIMENTOS",10,Risco remoto de envolvimento com atividades ilIcitas
1096100,FABRICACAO DE ALIMENTOS E PRATOS PRONTOS,10,Risco remoto de envolvimento com atividades ilIcitas
1099600,FABRICACAO PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
1099601,FABRICACAO DE VINAGRES,10,Risco remoto de envolvimento com atividades ilIcitas
1099602,FABRICACAO DE POS ALIMENTICIOS,10,Risco remoto de envolvimento com atividades ilIcitas
1099603,FABRICACAO DE FERMENTOS E LEVEDURAS,10,Risco remoto de envolvimento com atividades ilIcitas
1099604,FABRICACAO DE GELO COMUM,10,Risco remoto de envolvimento com atividades ilIcitas
1099605,"FABRICACAO DE PRODUTOS PARA INFUSAO (CHA, MATE, ETC.)",10,Risco remoto de envolvimento com atividades ilIcitas
1099606,FABRICACAO DE ADOCANTES NATURAIS E ARTIFICIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
1099699,FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTE,10,Risco remoto de envolvimento com atividades ilIcitas
1111900,FABRICACAO DE AGUARDENTES E OUTRAS BEBIDAS DESTILADAS,10,Risco remoto de envolvimento com atividades ilIcitas
1111901,FABRICACAO DE AGUARDENTE DE CANA-DE-ACUCAR,10,Risco remoto de envolvimento com atividades ilIcitas
1111902,FABRICACAO DE OUTRAS AGUARDENTES E BEBIDAS DESTILADAS,10,Risco remoto de envolvimento com atividades ilIcitas
1112700,FABRICACAO DE VINHO,10,Risco remoto de envolvimento com atividades ilIcitas
1113500,"FABRICACAO DE MALTE, CERVEJAS E CHOPES",10,Risco remoto de envolvimento com atividades ilIcitas
1113501,"FABRICACAO DE MALTE, INCLUSIVE MALTE UISQUE",10,Risco remoto de envolvimento com atividades ilIcitas
1113502,FABRICACAO DE CERVEJAS E CHOPES,10,Risco remoto de envolvimento com atividades ilIcitas
1121600,FABRICACAO DE AGUAS ENVASADAS,10,Risco remoto de envolvimento com atividades ilIcitas
1122400,FABRICACAO DE REFRIGERANTES E DE OUTRAS BEBIDAS NAO-ALCOOLICAS,10,Risco remoto de envolvimento com atividades ilIcitas
1122401,FABRICACAO DE REFRIGERANTES,10,Risco remoto de envolvimento com atividades ilIcitas
1122402,FABRICACAO DE CHA MATE E OUTROS CHAS PRONTOS PARA CONSUMO,10,Risco remoto de envolvimento com atividades ilIcitas
1122403,"FABRI REFRESCO XAROPES E POS PARA REFRESCOS, EXCETO REFRESCOS DE",10,Risco remoto de envolvimento com atividades ilIcitas
1122499,FABRICACAO OUTRAS BEB NAO-ALCOOLICAS NAO ESPECI ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
1210700,PROCESSAMENTO INDUSTRIAL DO FUMO,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1220400,FABRICACAO DE PRODUTOS DO FUMO,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1220401,FABRICACAO DE CIGARROS,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1220402,FABRICACAO DE CIGARRILHAS E CHARUTOS,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1220403,FABRICACAO DE FILTROS PARA CIGARROS,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1220499,FABRICACAO OUTROS PRODUTOS DO FUMO EXC CIGARR CIGRRLH CHARUTOS,70,"Risco de envolvimento com crime organizado, sonegaCAo fiscal e lavagem de dinheiro"
1311100,PREPARACAO E FIACAO DE FIBRAS DE ALGODAO,10,Risco remoto de envolvimento com atividades ilIcitas
1312000,"PREPARACAO E FIACAO DE FIBRAS TEXTEIS NATURAIS, EXCETO ALGODAO",10,Risco remoto de envolvimento com atividades ilIcitas
1313800,FIACAO DE FIBRAS ARTIFICIAIS E SINTETICAS,10,Risco remoto de envolvimento com atividades ilIcitas
1314600,FABRICACAO DE LINHAS PARA COSTURAR E BORDAR,10,Risco remoto de envolvimento com atividades ilIcitas
1321900,TECELAGEM DE FIOS DE ALGODAO,10,Risco remoto de envolvimento com atividades ilIcitas
1322700,"TECELAGEM DE FIOS DE FIBRAS TEXTEIS NATURAIS, EXCETO ALGODAO",10,Risco remoto de envolvimento com atividades ilIcitas
1323500,TECELAGEM DE FIOS DE FIBRAS ARTIFICIAIS E SINTETICAS,10,Risco remoto de envolvimento com atividades ilIcitas
1330800,FABRICACAO DE TECIDOS DE MALHA,10,Risco remoto de envolvimento com atividades ilIcitas
1340500,"ACABAMENTOS EM FIOS, TECIDOS E ARTEFATOS TEXTEIS",10,Risco remoto de envolvimento com atividades ilIcitas
1340501,ESTAMPARIA TEXTURIZACAO EM FIOS TECIDOS ARTEF TEXTEIS E PEC VEST,50,Risco de envolvimento com crimes ambientais
1340502,ALVEJA TINGIMENTO TORCAO EM FIOS TECIDOS ARTEF TEXT PEC VEST,50,Risco de envolvimento com crimes ambientais
1340599,OUTROS SERVICOS ACABAMENTO EM FIOS TECIDOS ARTEF TEXT PEC VEST,10,Risco remoto de envolvimento com atividades ilIcitas
1351100,FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO,10,Risco remoto de envolvimento com atividades ilIcitas
1352900,FABRICACAO DE ARTEFATOS DE TAPECARIA,10,Risco remoto de envolvimento com atividades ilIcitas
1353700,FABRICACAO DE ARTEFATOS DE CORDOARIA,10,Risco remoto de envolvimento com atividades ilIcitas
1354500,"FABRICACAO DE TECIDOS ESPECIAIS, INCLUSIVE ARTEFATOS",10,Risco remoto de envolvimento com atividades ilIcitas
1359600,FABRICACAO OUTROS PROD TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
1411800,CONFECCAO DE ROUPAS INTIMAS,10,Risco remoto de envolvimento com atividades ilIcitas
1411801,CONFECCAO DE ROUPAS INTIMAS,10,Risco remoto de envolvimento com atividades ilIcitas
1411802,FACCAO DE ROUPAS INTIMAS,10,Risco remoto de envolvimento com atividades ilIcitas
1412600,"CONFECCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",10,Risco remoto de envolvimento com atividades ilIcitas
1412601,CONFECCAO PECA VESTUARIO EXC ROUPA INTIMA E CONFEC SOB MEDIDA,10,Risco remoto de envolvimento com atividades ilIcitas
1412602,"CONFECCAO SOB MEDIDA DE PECAS VESTUARIO, EXCETO ROUPAS INTIMAS",10,Risco remoto de envolvimento com atividades ilIcitas
1412603,"FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",10,Risco remoto de envolvimento com atividades ilIcitas
1413400,CONFECCAO DE ROUPAS PROFISSIONAIS,10,Risco remoto de envolvimento com atividades ilIcitas
1413401,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",10,Risco remoto de envolvimento com atividades ilIcitas
1413402,"CONFECCAO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS",10,Risco remoto de envolvimento com atividades ilIcitas
1413403,FACCAO DE ROUPAS PROFISSIONAIS,10,Risco remoto de envolvimento com atividades ilIcitas
1414200,FABRICACAO ACESSORIOS VESTUARIO EXCETO PARA SEGURANCA E PROTECAO,10,Risco remoto de envolvimento com atividades ilIcitas
1421500,FABRICACAO DE MEIAS,10,Risco remoto de envolvimento com atividades ilIcitas
1422300,"FABRICACAO ARTIGOS DO VESTUARIO, PROD EM MALHARIAS TRICOTAGENS",10,Risco remoto de envolvimento com atividades ilIcitas
1510600,CURTIMENTO E OUTRAS PREPARACOES DE COURO,50,Risco de envolvimento com crimes ambientais
1521100,FAB ARTIGOS PARA VIAGEM BOLSAS E SEMELHANTES DE QQ MATERIAL,50,Risco de envolvimento com crimes ambientais
1529700,FABRICACAO DE ARTEFATOS DE COURO NAO ESPECIFICADOS ANTERIORMENTE,50,Risco de envolvimento com crimes ambientais
1531900,FABRICACAO DE CALCADOS DE COURO,10,Risco remoto de envolvimento com atividades ilIcitas
1531901,FABRICACAO DE CALCADOS DE COURO,10,Risco remoto de envolvimento com atividades ilIcitas
1531902,ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO,10,Risco remoto de envolvimento com atividades ilIcitas
1532700,FABRICACAO DE TENIS DE QUALQUER MATERIAL,10,Risco remoto de envolvimento com atividades ilIcitas
1533500,FABRICACAO DE CALCADOS DE MATERIAL SINTETICO,10,Risco remoto de envolvimento com atividades ilIcitas
1539400,FABRICACAO DE CALCADOS DE MATERIAIS NAO ESPECIFICADOS ANTERIORMEN,10,Risco remoto de envolvimento com atividades ilIcitas
1540800,"FABRICACAO DE PARTES PARA CALCADOS, DE QUALQUER MATERIAL",10,Risco remoto de envolvimento com atividades ilIcitas
1610200,DESDOBRAMENTO DE MADEIRA,80,Risco de envolvimento com crime organizado e crimes ambientais
1610201,SERRARIAS COM DESDOBRAMENTO DE MADEIRA,80,Risco de envolvimento com crime organizado e crimes ambientais
1610202,SERRARIAS SEM DESDOBRAMENTO DE MADEIRA,80,Risco de envolvimento com crime organizado e crimes ambientais
1610203,SERRARIAS COM DESDOBRAMENTO DE MADEIRA EM BRUTO,80,Risco de envolvimento com crime organizado e crimes ambientais
1610204,SERRARIAS SEM DESDOBRAMENTO DE MADEIRA EM BRUTO -RESSERRAGEM,80,Risco de envolvimento com crime organizado e crimes ambientais
1621800,FAB MADEIRA LAMINADA E CHPAS MADEIRA COMPENS PRENSADA AGLOMERADA,10,Risco remoto de envolvimento com atividades ilIcitas
1622600,FAB ESTRUTURAS DE MADEIRA E ARTIGOS CARPINTARIA PARA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
1622601,FABRICACAO DE CASAS DE MADEIRA PRE-FABRICADAS,10,Risco remoto de envolvimento com atividades ilIcitas
1622602,FAB ESQUADRIAS MADEIRA E PECAS MADEIRA P/INSTAL INDAL E COMAL,10,Risco remoto de envolvimento com atividades ilIcitas
1622699,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
1623400,FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA,10,Risco remoto de envolvimento com atividades ilIcitas
1629300,FAB ARTEF MAD PLHA CORTCA VME MAT TRANCD N ESPEC ANT EXC MOVEL,10,Risco remoto de envolvimento com atividades ilIcitas
1629301,"FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS",10,Risco remoto de envolvimento com atividades ilIcitas
1629302,FAB ARTEF DIV CORTICA BAMBU PLHA VME OUT MAT TRANC EXCETO MOVEIS,10,Risco remoto de envolvimento com atividades ilIcitas
1710900,FABRICACAO DE CELULOSE E OUTRAS PASTAS PARA FABRICACAO DE PAPEL,10,Risco remoto de envolvimento com atividades ilIcitas
1721400,FABRICACAO DE PAPEL,10,Risco remoto de envolvimento com atividades ilIcitas
1722200,FABRICACAO DE CARTOLINA E PAPEL-CARTAO,10,Risco remoto de envolvimento com atividades ilIcitas
1731100,FABRICACAO DE EMBALAGENS DE PAPEL,10,Risco remoto de envolvimento com atividades ilIcitas
1732000,FABRICACAO DE EMBALAGENS DE CARTOLINA E PAPEL-CARTAO,10,Risco remoto de envolvimento com atividades ilIcitas
1733800,FABRICACAO DE CHAPAS E DE EMBALAGENS DE PAPELAO ONDULADO,10,Risco remoto de envolvimento com atividades ilIcitas
1741900,FAB PROD PAPEL CARTOLINA PPEL-CRTAO PPLAO ONDUL P/USO COM ESCRIT,10,Risco remoto de envolvimento com atividades ilIcitas
1741901,FABRICACAO DE FORMULARIOS CONTINUOS,10,Risco remoto de envolvimento com atividades ilIcitas
1741902,FAB OUTROS PROD PAPEL CARTLNA PPEL-CARTAO EXC FORM CONTINUO,10,Risco remoto de envolvimento com atividades ilIcitas
1742700,FAB PRODUTOS DE PAPEL PARA USOS DOMESTICO E HIGIENICO-SANITARIO,10,Risco remoto de envolvimento com atividades ilIcitas
1742701,FABRICACAO DE FRALDAS DESCARTAVEIS,10,Risco remoto de envolvimento com atividades ilIcitas
1742702,FABRICACAO DE ABSORVENTES HIGIENICOS,10,Risco remoto de envolvimento com atividades ilIcitas
1742799,FAB PROD PAPEL USO DOMESTICO HIG-SANIT NAO ESPECI ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
1749400,FAB PROD PSTAS CELULOSI PPEL CART PPLAO ONDUL N ESPECI ANTERIO,10,Risco remoto de envolvimento com atividades ilIcitas
1811300,IMPRESSAO JORNAIS LIVROS REVISTAS OUTRAS PUBLICACOES PERIODICAS,10,Risco remoto de envolvimento com atividades ilIcitas
1811301,IMPRESSAO DE JORNAIS,10,Risco remoto de envolvimento com atividades ilIcitas
1811302,"IMPRESSAO DE LIVROS, REVISTAS E OUTRAS PUBLICACOES PERIODICAS",10,Risco remoto de envolvimento com atividades ilIcitas
1812100,IMPRESSAO DE MATERIAL DE SEGURANCA,10,Risco remoto de envolvimento com atividades ilIcitas
1813000,IMPRESSAO DE MATERIAIS PARA OUTROS USOS,10,Risco remoto de envolvimento com atividades ilIcitas
1813001,IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO,100,Diretriz Bacen
1813099,IMPRESSAO DE MATERIAL PARA OUTROS USOS,10,Risco remoto de envolvimento com atividades ilIcitas
1821100,SERVICOS DE PRE-IMPRESSAO,10,Risco remoto de envolvimento com atividades ilIcitas
1822900,SERVICOS DE ACABAMENTOS GRAFICOS,10,Risco remoto de envolvimento com atividades ilIcitas
1830001,REPRODUCAO DE SOM EM QUALQUER SUPORTE,10,Risco remoto de envolvimento com atividades ilIcitas
1830002,REPRODUCAO DE VIDEO EM QUALQUER SUPORTE,10,Risco remoto de envolvimento com atividades ilIcitas
1830003,REPRODUCAO DE SOFTWARE EM QUALQUER SUPORTE,10,Risco remoto de envolvimento com atividades ilIcitas
1910100,COQUERIAS,10,Risco remoto de envolvimento com atividades ilIcitas
1921700,FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO,10,Risco remoto de envolvimento com atividades ilIcitas
1922500,"FAB PRODUTOS DERIVADOS DO PETROLEO, EXCETO PRODUTOS DO REFINO",10,Risco remoto de envolvimento com atividades ilIcitas
1922501,FORMULACAO DE COMBUSTIVEIS,10,Risco remoto de envolvimento com atividades ilIcitas
1922502,RERREFINO DE OLEOS LUBRIFICANTES,10,Risco remoto de envolvimento com atividades ilIcitas
1922599,"FAB OUTROS PROD DERIVADOS DO PETROLEO, EXCETO PRODUTOS DO REFINO",10,Risco remoto de envolvimento com atividades ilIcitas
1931400,FABRICACAO DE ALCOOL,10,Risco remoto de envolvimento com atividades ilIcitas
1932200,"FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL",10,Risco remoto de envolvimento com atividades ilIcitas
2011800,FABRICACAO DE CLORO E ALCALIS,10,Risco remoto de envolvimento com atividades ilIcitas
2012600,FABRICACAO DE INTERMEDIARIOS PARA FERTILIZANTES,10,Risco remoto de envolvimento com atividades ilIcitas
2013400,FABRICACAO DE ADUBOS E FERTILIZANTES,10,Risco remoto de envolvimento com atividades ilIcitas
2013401,FABRICACAO DE ADUBOS E FERTILIZANTES ORGANO MINERAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2014200,FABRICACAO DE GASES INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2019300,FAB PROD QUIMICOS INORGANICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2019301,ELABORACAO DE COMBUSTIVEIS NUCLEARES,10,Risco remoto de envolvimento com atividades ilIcitas
2019399,FAB OUTROS PROD QUIM INORGANICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2021500,FABRICACAO DE PRODUTOS PETROQUIMICOS BASICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2022300,"FABRICACAO INTERMEDIARIOS PARA PLASTIFICANTES, RESINAS E FIBRAS",10,Risco remoto de envolvimento com atividades ilIcitas
2029100,FAB PROD QUIMICOS ORGANICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2031200,FABRICACAO DE RESINAS TERMOPLASTICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2032100,FABRICACAO DE RESINAS TERMOFIXAS,10,Risco remoto de envolvimento com atividades ilIcitas
2033900,FABRICACAO DE ELASTOMEROS,10,Risco remoto de envolvimento com atividades ilIcitas
2040100,FABRICACAO DE FIBRAS ARTIFICIAIS E SINTETICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2051700,FABRICACAO DE DEFENSIVOS AGRICOLAS,10,Risco remoto de envolvimento com atividades ilIcitas
2052500,FABRICACAO DE DESINFESTANTES DOMISSANITARIOS,10,Risco remoto de envolvimento com atividades ilIcitas
2061400,FABRICACAO DE SABOES E DETERGENTES SINTETICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2062200,FABRICACAO DE PRODUTOS DE LIMPEZA E POLIMENTO,10,Risco remoto de envolvimento com atividades ilIcitas
2063100,"FAB DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",10,Risco remoto de envolvimento com atividades ilIcitas
2071100,"FABRICACAO DE TINTAS, VERNIZES, ESMALTES E LACAS",10,Risco remoto de envolvimento com atividades ilIcitas
2072000,FABRICACAO DE TINTAS DE IMPRESSAO,10,Risco remoto de envolvimento com atividades ilIcitas
2073800,"FABRICACAO DE IMPERMEABILIZANTES, SOLVENTES E PRODUTOS AFINS",10,Risco remoto de envolvimento com atividades ilIcitas
2091600,FABRICACAO DE ADESIVOS E SELANTES,10,Risco remoto de envolvimento com atividades ilIcitas
2092400,FABRICACAO DE EXPLOSIVOS,10,Risco remoto de envolvimento com atividades ilIcitas
2092401,"FABRICACAO DE POLVORAS, EXPLOSIVOS E DETONANTES",10,Risco remoto de envolvimento com atividades ilIcitas
2092402,FABRICACAO DE ARTIGOS PIROTECNICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2092403,FABRICACAO DE FOSFOROS DE SEGURANCA,10,Risco remoto de envolvimento com atividades ilIcitas
2093200,FABRICACAO DE ADITIVOS DE USO INDUSTRIAL,10,Risco remoto de envolvimento com atividades ilIcitas
2094100,FABRICACAO DE CATALISADORES,10,Risco remoto de envolvimento com atividades ilIcitas
2099100,FABRICACAO DE PRODUTOS QUIMICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2099101,FAB CHAPAS FLMES PPEIS OUT MAT PRODUTOS QUIMICOS PARA FOTOGRAFIA,10,Risco remoto de envolvimento com atividades ilIcitas
2099199,FAB OUTROS PRODUTOS QUIMICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2110600,FABRICACAO DE PRODUTOS FARMOQUIMICOS,10,Risco remoto de envolvimento com atividades ilIcitas
2121100,FABRICACAO DE MEDICAMENTOS PARA USO HUMANO,10,Risco remoto de envolvimento com atividades ilIcitas
2121101,FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO,10,Risco remoto de envolvimento com atividades ilIcitas
2121102,FABRICACAO DE MEDICAMENTOS HOMEOPATICOS PARA USO HUMANO,10,Risco remoto de envolvimento com atividades ilIcitas
2121103,FABRICACAO DE MEDICAMENTOS FITOTERAPICOS PARA USO HUMANO,10,Risco remoto de envolvimento com atividades ilIcitas
2122000,FABRICACAO DE MEDICAMENTOS PARA USO VETERINARIO,10,Risco remoto de envolvimento com atividades ilIcitas
2123800,FABRICACAO DE PREPARACOES FARMACEUTICAS,10,Risco remoto de envolvimento com atividades ilIcitas
2211100,FABRICACAO DE PNEUMATICOS E DE CAMARAS-DE-AR,10,Risco remoto de envolvimento com atividades ilIcitas
2212900,REFORMA DE PNEUMATICOS USADOS,10,Risco remoto de envolvimento com atividades ilIcitas
2219600,FAB DE ARTEFATOS DE BORRACHA NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2221800,FABRICACAO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLASTICO,10,Risco remoto de envolvimento com atividades ilIcitas
2222600,FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO,10,Risco remoto de envolvimento com atividades ilIcitas
2223400,FAB TUBOS ACESSORIOS DE MATERIAL PLASTICO PARA USO NA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2229300,FAB ARTEFATOS MATERIAL PLASTICO NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2229301,FAB ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO,10,Risco remoto de envolvimento com atividades ilIcitas
2229302,FABRICACAO ARTEFATOS DE MATERIAL PLASTICO PARA USOS INDUSTRIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2229303,"FAB ARTEF MAT PLAST USO NA CONSTRUCAO, EXCETO TUBOS E ACESSORIOS",10,Risco remoto de envolvimento com atividades ilIcitas
2229399,FAB ARTEF MAT PLAST P/OUTRO USO NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2311700,FABRICACAO DE VIDRO PLANO E DE SEGURANCA,10,Risco remoto de envolvimento com atividades ilIcitas
2312500,FABRICACAO DE EMBALAGENS DE VIDRO,10,Risco remoto de envolvimento com atividades ilIcitas
2319200,FABRICACAO DE ARTIGOS DE VIDRO,10,Risco remoto de envolvimento com atividades ilIcitas
2320600,FABRICACAO DE CIMENTO,10,Risco remoto de envolvimento com atividades ilIcitas
2330300,FAB ARTEF CONCRETO CIMENTO FIBROCIMENTO GESSO E MAT SEMELHANTES,10,Risco remoto de envolvimento com atividades ilIcitas
2330301,FAB ESTRUT PRE-MOLD DE CONCRETO ARMADO EM SERIE E SOB ENCOMENDA,10,Risco remoto de envolvimento com atividades ilIcitas
2330302,FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2330303,FABRICACAO DE ARTEFATOS DE FIBROCIMENTO PARA USO NA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2330304,FABRICACAO DE CASAS PRE-MOLDADAS DE CONCRETO,10,Risco remoto de envolvimento com atividades ilIcitas
2330305,PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2330399,FAB OUT ARTEF E PROD CONCRETO CIMENTO FIBROCI GESSO MAT SEMELH,10,Risco remoto de envolvimento com atividades ilIcitas
2341900,FABRICACAO DE PRODUTOS CERAMICOS REFRATARIOS,10,Risco remoto de envolvimento com atividades ilIcitas
2342700,FAB PROD CERAMICO NAO-REFRATARIOS P/USO ESTRUTURAL NA CONSTRUCAO,10,Risco remoto de envolvimento com atividades ilIcitas
2342701,FABRICACAO DE AZULEJOS E PISOS,10,Risco remoto de envolvimento com atividades ilIcitas
2342702,FAB ART CERAMICA E BARRO COZIDO P/USO CONSTRUCAO EXC AZUL E PISO,10,Risco remoto de envolvimento com atividades ilIcitas
2349400,FAB PROD CERAMICOS NAO-REFRATARIOS NAO ESPECIFICADOS ANTERIOR,10,Risco remoto de envolvimento com atividades ilIcitas
2349401,FABRICACAO DE MATERIAL SANITARIO DE CERAMICA,10,Risco remoto de envolvimento com atividades ilIcitas
2349499,FAB PROD CERAMICOS NAO-REFRATARIOS NAO ESPECIFICADOS ANTERIOR,10,Risco remoto de envolvimento com atividades ilIcitas
2391500,APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS,10,Risco remoto de envolvimento com atividades ilIcitas
2391501,"BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO A EXTRACAO",10,Risco remoto de envolvimento com atividades ilIcitas
2391502,"APARELHAMENTO PEDRAS P/CONSTRUCAO, EXCETO ASSOCIADO A EXTRACAO",10,Risco remoto de envolvimento com atividades ilIcitas
2391503,APRELHA PLACAS E EXECU TRAB EM MARMORE GRANITO ARDOSIA OUT PEDRA,10,Risco remoto de envolvimento com atividades ilIcitas
2392300,FABRICACAO DE CAL E GESSO,10,Risco remoto de envolvimento com atividades ilIcitas
2399100,FAB PROD MINERAIS NAO-METALICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2399101,DECOR LAPID GRAV VITRIFICA E OUT TRAB EM CER LOUCA VIDRO CRISTAL,10,Risco remoto de envolvimento com atividades ilIcitas
2399199,FAB OUT PROD MIN NAO-METALICOS NAO ESPECIFICADOS ANTERIORMENTE,10,Risco remoto de envolvimento com atividades ilIcitas
2411300,PRODUCAO DE FERRO-GUSA,10,Risco remoto de envolvimento com atividades ilIcitas
2412100,PRODUCAO DE FERROLIGAS,10,Risco remoto de envolvimento com atividades ilIcitas
2421100,PRODUCAO DE SEMI-ACABADOS DE ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2422900,PRODUCAO DE LAMINADOS PLANOS DE ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2422901,"PRODUCAO LAMINADOS PLANOS DE ACO AO CARBONO, REVESTIDOS OU NAO",10,Risco remoto de envolvimento com atividades ilIcitas
2422902,PRODUCAO DE LAMINADOS PLANOS DE ACOS ESPECIAIS,10,Risco remoto de envolvimento com atividades ilIcitas
2423700,PRODUCAO DE LAMINADOS LONGOS DE ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2423701,PRODUCAO DE TUBOS DE ACO SEM COSTURA,10,Risco remoto de envolvimento com atividades ilIcitas
2423702,"PRODUCAO DE LAMINADOS LONGOS DE ACO, EXCETO TUBOS",10,Risco remoto de envolvimento com atividades ilIcitas
2424500,"PRODUCAO DE RELAMINADOS, TREFILADOS E PERFILADOS DE ACO",10,Risco remoto de envolvimento com atividades ilIcitas
2424501,PRODUCAO DE ARAMES DE ACO,10,Risco remoto de envolvimento com atividades ilIcitas
2424502,"PROD RELAMINADOS, TREFILADOS E PERFILADOS DE ACO, EXCETO ARAMES",10,Risco remoto de envolvimento com atividades ilIcitas
